year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,59056,13 자메티,스릴러,겔라 바브루아니,게오르게 바블루아니,세바스찬(게오르기 바블루아니)은 그루지아에서 프랑스로 이민온 집안 출신으로 집수리를 해주면서 받는 돈으로 어렵게 생활을 꾸려가는 22세의 젊은이다. 어느 날 지붕 수리를 맡게된 집에서 일하면서 우연히 집주인 장 프랑스와에게 보내진 봉투를 받게된다. 봉투안에는 파리행 열차 티켓과 호텔 예약확인서가 들어있고... 우연히 집 주인이 죽어버리자 세바스찬은 그 대신 기차 티켓을 가지고 파리에 가서 지정된 호텔에 묵게된다. 호텔방에서 다음 지시를 받은 세바스찬은 지시를 받은 대로 파리 근교 작은 역으로 가게되고 결국 숲속에 있는 커다란 저택에 도착하게 된다. 저택 내부에는 이상한 분위기가 감돌고 세바스찬은 신변의 위험을 느끼며 이곳에서 도주하려 한다.   하지만 결국 도망치지 못한 그는 어쩔 수 없이 저택에서 벌어지는 기괴한 게임의 선수로 참가하게 된다. 저택 1층의 거대한 홀에서 벌어지는 게임에는 모두 13명의 선수가 참여한다. 그 게임은 총을 가진 선수들이 원형으로 둘러싼채 가운데 있는 전등이 켜지면 일제히 방아쇠를 당기는‘집단 러시안 룰렛’! 게임은 최후의 한 명이 살아남을 때까지 계속되고 최후의 생존자에게는 85만 유로의 상금이 주어진다. 홀의 주변에는 선수들에게 판돈을 건 도박사들이 마른 침을 삼키면서 관객의 역할을 한다. 푼돈이라도 벌 수있지않을까 하는 단순한 생각에서 왔던 세바스찬은 목숨을 건 게임을 시작하게 된다.   영화제 소개글. 집 수리공으로 일하고 있는 세바스찬은 매일 자살을 시도하는 집주인 앞으로 배달된 편지 한 통을 몰래 훔친다. 편지 내용은 정기적으로 열리는 특정한 게임에 참가하면 많은 돈을 벌 수 있다는 것. 가난한 가족을 부양해야 하는 그로선 이 막연한 내용에 귀가 솔깃해져 무작정 게임이 열리는 장소로 찾아간다. 결국 그는 자신의 운명이 파국으로 치닫는다는 것을 전혀 모르는 채 이상할 만큼 철저한 보안 속에서 게임에 참여하게 된다. 마치 누군가의 비참한 현실을 다큐멘터리로 보는 듯한 충격과 생생함이 오랫동안 기억에 남을 작품.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,64995,1408,공포, 스릴러,미카엘 하프스트롬,존 쿠삭, 사무엘 L. 잭슨,어린 딸을 잃은 공포소설 작가 마이크 엔슬린(존 쿠삭 분)은 ‘사후세계’라는 소재에 사로잡혀 있다. 그는 초현실적인 공포를 소설로 쓰는 베스트셀러 작가지만, 눈에 보이는 것 외에는 아무것도 믿지 않는 회의론자이다. 어느 날 그에게 날아온 낯선 엽서 “Don’t enter 1408!” (1408호에 절대 들어가지 마시오).   새로운 작품을 구상 중이던 마이크는 미스터리로 가득한 뉴욕의 돌핀 호텔을 찾는다. 호텔 지배인 제럴드 올린(사무엘 L. 잭슨 분)은 95년간 1408호에 묵은 투숙객들이 1시간을 못 넘기고 죽은 일들을 알려주며 들어가지 말라고 강력히 경고하지만 마이크는 기어코 그 방에 들어선다. 1초 앞을 예상할 수 없는 1408의 무한공격!   보이는 것 외에는 아무것도 믿지 않는 마이크의 눈 앞에서 상상을 초월한 미스터리한 현상들이 벌어지면서 현실과 환상이 넘나 들고 그 방에서 죽은 사람들의 혼령이 나타나 끊임없이 그를 위협한다. 심리적 공포와 맞서던 그에게 초강력 다이나믹한 공포의 공격이 시작되고 극도의 공포감 속에서 마이크는 1408호와의 처절한 사투를 벌인다. 살아남기 위해 주어진 시간은 단 한 시간. 1408호의 정체는 무엇인가? 과연 마이크는 살아남을 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,61103,1번가의 기적,코미디, 드라마,윤제균,임창정, 하지원,재개발의 막중한 임무를 띠고 에쿠스를 끌며 폼 나게 1번가에 나타난 날건달, 필제. ‘천하의 나쁜 노무새끼’가 되어 피도 눈물도 없이 무대뽀로 마을 사람들을 밀어내려 단단히 맘을 먹었건만 도착한 첫날부터 맞닥뜨린 깡따구 센 여자 복서 명란을 비롯하여 예측불허의 마을 사람들로 인해 필제의 계획은 꼬이기 시작한다.   버스보다 발이 빠르고 말보다 주먹이 앞서는 명란은 몸이 불편한 아버지와 동생을 돌보면 서도 아빠에게 자랑스런 딸이 되기 위해 동양 챔피언의 꿈을 다지며 꿋꿋하게 살아간다. 이런 명란과 사사건건 엮이게 된 필제는 재개발은 커녕 명란의 뒤치닥거리 하기에 바쁘다. 엎친 데 덮친 격으로 필제가 하는 짓들이 마냥 신기하기만 한 일동, 이순 남매는 순 수함으로 필제를 제압하고, 그를 두려워하기는 커녕 일까지 시켜먹는 마을사람들로 인해 필제는 동네의 온갖 잡일을 도맡아 하게 된다. 급기야 그는 동네 아이들에게 날건달이 아닌 슈퍼맨으로  통하기에 이르는데…   ‘마을 접수’라는 애초의 목적 달성에서 점점 멀어져만 가는 필제, ‘동양챔피언’의 꿈을 향해 계속 달리는 명란, 그리고 각자의 꿈을 안고 살아가는 ‘1번가’ 사람들. 서로간의 묘한 유대감을 쌓아가면서 나아갈 수도 물러설 수도 없는 이 상황에서, 필제는 과연 임무를 완수할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66513,애처일기 - 향연,멜로/로맨스, 에로,오가타 아키라,스기모토 텟타, 이토 요자부로, 하야미 노리코,마사유키와 쿄코는 서로 상대방의 늙어가기 시작한 신체에 더 이상 욕정을 느끼지 않는다. 한 침대 위에서 서로 다른 바이브레이터를 사용하여 따로따로 자위하는 두 사람. 그런 마사유키에게 진정한 사랑을 가르쳐준 것은 고등학교 윤리 선생과 그 부인과의 추억으로, 아직 마사유키가 17살이었을 때의 일이었다. 선생님 집에서 선생님 부인과 둘만 있게 되었을 때 자기도 모르게 부인의 몸에 덤벼들었던 마사유키가 장지문 앞에서 본 것은....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,39731,애프터 미드나잇,코미디, 멜로/로맨스,다비데 페라리오,조르지오 파소티, 프란체스카 이나우디,이탈리아의 아름다운 도시 토리노의 영화박물관에서 야간경비원으로 일하는 마르티노. 그에게 이 일은 단순한 ‘직업’이 아니다. 박물관 지하에 보관된 오래된 영화들이 그의 가족이자 친구이기 때문. 그가 외부와 만나는 유일한 시간은 햄버거를 살 때 뿐. 햄버거를 싫어하지만 가게의 점원 아만다를 사랑하고 있기 때문이다. 그러나 그녀에게는 말 한 마디 건네지 못 한 채 잠깐의 스침만으로 만족해야한다...그런 그의 바램을 누가 알기라도 하는 듯 어느날 밤 경찰에 쫓기는 아만다가 마르티노가 일하는 영화박물관으로 몸을 숨긴다. 그동안 보아온 수 백 편의 영화들이 동시에 상영되는 듯한 흥분. 하지만 가장 아름다운 영화는 이제부터 시작이다...   그러나 아만다에게는 엔젤이라는 애인이 있다. 남성적 매력이 넘치는 그의 직업은 차량 절도범. 그는 연인이지만 사랑을 믿지 않고 아만다의 곁에 있어도 그녀를 외롭게 한다. 하지만 아만다가 사라지자 엔젤은 비로소 자신에게 그녀의 존재가 얼마나 큰 지를 깨닫게 되는데...영화 박물관에서 마르티노와 단 둘이 있다는 사실을 알게 된 그는 권총을 챙겨들고 연인을 찾아 나선다. 극과 극 세 연인이 마주친다. 영화와 사랑의 이름으로, 밤 12시가 넘어서....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,39864,애플시드,애니메이션, SF, 액션,아라마키 신지,츠바사 아키모토, 코스기 주로타, 마츠오카 유키,‘애플시드’를 사수하고 인류의 미래를 구하라! 서기 2131년. 우량종 복제인간 바이오로이드와 인간이 공존하는 최첨단 미래도시 ‘올림포스’. 평화로운 겉모습과는 달리 행정부를 장악한 바이오로이드로부터 권력을 되찾고자 하는 인간들의 반란은 본격화된다. 그리고 이를 지켜보던 원로들은 ‘애플시드’ 프로그램의 봉인을 해제하기로 결정하는데… 이제 인류의 미래를 위해 ‘애플시드’를 사수하기 위한 전설의 여전사 듀난의 전쟁이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45130,앨빈과 슈퍼밴드,애니메이션, 코미디, 가족, 판타지,팀 힐,제이슨 리, 저스틴 롱, 매튜 그레이 구블러,열정적인 앨빈, 똑똑한 사이먼, 순수한 테오도르는 별 볼일 없는 작사가 데이브 세빌(제이스 리)의 집을 보금자리로 정한다. 그러나 데이브의 집에 얹혀살기 위해서는 우선 그를 설득해야만 하는데… 재치있는 말솜씨에 절대음감, 게다가 작렬하는 댄스까지. 데이브는 그들을 힙합가수로 데뷔 시키고, 앨빈과 슈퍼밴드는 곧 선풍적인 인기를 얻게 된다. 데이브는 그들의 작사가가 아닌 매니저, 나아가 아버지 역할까지 하게 된다. 그러나 앨빈, 사이먼, 테오도르는 인기가 하늘을 치솟으면서, 데이브를 슬슬 무시하기 시작하는데 …,,,,,,,,,,,,,,,,,,,,,,,,,
2007,53743,야마다 타로 이야기,,이시이 야스하루,니노미야 카즈나리, 사쿠라이 쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,68322,약지의 표본,드라마,디안느 베트랑,올가 쿠릴렌코, 마크 바르베,21살 순수하고 아름다운 ‘이리스’는 어느 날 일하던 음료공장에서 실수로 약지 끝을 잘리는 사고를 당한 후 일을 그만둔다. 새로운 일자리를 찾기 위해 낯선 항구 도시에 도착한 그녀는 알 수 없는 이끌림으로 들어선 숲 속에서 표본실 조수를 찾는 구인공지를 보고 운명처럼 그 곳에서 일을 시작한다.  묘한 분위기의 표본실 원장은 “매일 신어주길 바래.. 내가 보지 않을 때에도, 항상.. 알았지?”라며, 마치 그녀가 신고 태어난 것처럼 발에 딱! 맞는 구두 한 켤레를 선물한다. 구두를 신은 뒤부터 그녀는 예정되어 있었던 것처럼 급속도로 원장에게 빠져들고, 구두를 벗지 않으면 구두에 구속될 거란 구두닦이의 암시에도 불구하고 구두를 벗지 못한다. 마침내 그녀는 결심을 하게 되는데. ...   잊고 싶은 모든 것들을 표본으로 만들면 그 기억으로부터 자유로워진다고 믿는 사람들이 하나 둘 표본실을 찾아 오는 가운데, 어느 날 팔에 화상을 표본 하기 위해 찾아온 소녀는 지하 표본실로 간 뒤 사라져버린다. 낡은 표본을 정리하던 ‘이리스’는 자신의 구두와 같은 구두를 신은 한 소녀의 사진을 발견하고, 마침내 몸의 일부와 같은 구두를 벗어둔 채 그녀의 약지 손가락을 표본 하기 위해 지하실 문을 열고 들어서는데 ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66158,어거스트 러쉬,드라마, 판타지,커스틴 쉐리단,프레디 하이모어, 조나단 리스 마이어스, 케리 러셀,매력적인 밴드 싱어이자 기타리스트,  첫 눈에 반한 그녀를 단 한번도 잊어본 적 없지만   그녀를 놓친 후 음악의 열정을 모두 잃어버린 남자 ‘루이스’    촉망 받는 첼리스트였지만 사랑하는 사람과 아이를 떠나 보내고  11년을 늘 그리움 속에 살았던 여자 ‘라일라’     그리고, 두 사람 사이에 운명처럼 찾아 온 기적 같은 소년,  눈을 감으면 세상의 모든 소리가 음악이 되는 아이 ‘에반’     마법 같이 신비로운 어느 가을 밤, 그리고 다시 뉴욕.  ‘어거스트 러쉬’의 음악이 불러 낸 기적은 그들을 다시 만나게 할 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,45491,어깨너머의 연인,멜로/로맨스, 코미디,이언희,이미연, 이태란,Round 1. 섹스는 영양제, 자유롭게 골라 만나는 재미가 있다! 네오싱글족 정완이 사는법! 32살 싱글 정완은 벌써 이제 막 이름을 알리기 시작한 새내기 사직작가다. 요즘 들어 이유없이 여기저기 몸도 아프고 피부도 까칠해지는 것이 아무래도 남자 때문이라고 결론지은 정완은, 건강을 위해(?) 연애대상을 물색하기 시작한다. 필요할 때마다 부담없이 쿨하게 연애를 즐길 수 있는데, 뭐하려고 결혼을 하는가?   Round 2. 결혼은 안심보험, 원하는걸 쉽게 얻을 수 있다! 나오미족 희수가 사는 법! 정완이랑 10년도 넘은 소꼽친구인 희수는 20대가 부럽지 않은 섹시한 미시족이다. 원하는건 뭐든지 해줄 수 있는 ‘안심보험’같은 남자를 택한 것! 남자가 주는 시간과 돈은 온통 나를 관리하는 데 쏟아 부을 수 있는데, 뭐하려고 일을 하는가?   Round 3. 때론, 너무 다른 두 여자의 인생이 바뀌기도 한다. 쿨하게 만난 유부남과 연애감정을 느끼게 된다면?, 안심보험 같은 남편이 바람 피운다는 사실을 알게 된다면? 인생은 뜻하게 않은 변수들 때문에, 궤도를 수정해야 할 때가 있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65063,어머니는 죽지 않는다,드라마,하명중,한혜숙, 하명중, 하상원,노년의 작가 최호(하명중 분)는 서재에서 원고를 쓰고 있다. 그는 잠시 글 쓰기를 멈추고 책상 위를 바라본다. 책상 위에 걸려있는 작은 액자에는 낡은 원고지에 I love you 알 라 뷰 라는 삐뚤삐뚤한 글씨가 쓰여져 있다. 잠시 손을 멈추었던 최호는 잉크를 다시 찍어 원고를 쓰기 시작한다.   시험을 치르고 있는 여고 교실. 교탁 위에 쌓인 휴대폰들 중에서 지혜(박하선 분)의 휴대폰에 알라뷰 알라뷰라는 수신음이 울리며 문자가 도착한다. 지혜는 첫 사랑을 만나러 갔다는 남자 친구의 문자에 축하 문자를 보내준다. 지혜가 가장 좋아하는 남자 친구는 그녀의 할아버지인 최 작가이다. 첫 사랑을 만나러 갔다는 최호 작가는 작은 보따리 하나를 들고 서울시 뉴 타운 개발로 한 시간 후면 폭파될 구파발의 동네로 달려간다. 철부지 꼬마처럼 신나게 달려간 그 곳은 다 스러져가는 어느 집 앞. 최호가 만나러 간 그의 첫 사랑은 세상에서 가장 아름다웠던 자신의 어머니, 이영희 여사(한혜숙 분)이다.   어머니는 밀전병을 구울 때도 예쁜 꽃을 올려놓고 집안에서도 항상 고운 옷을 입고 있었다. 그러나 한편으로는 남편도 없이 혼자 하숙을 치며 자식 셋을 다 키워내는 억척스러운 아줌마였다. 막내 아들 호에게 어머니는 가장 친한 친구이자 애인이자 첫 사랑이다. 아버지가 일찍 돌아가신 것을 빼면 행복한 유년시절을 보냈던 최호(하상원 분)는 신춘 문예에 등단해 작가로 데뷔한다. 아들이 작가가 된 것이 너무나 자랑스럽고 기쁜 어머니. 맏딸과 큰 아들이 집을 떠난 뒤에도 막내 아들 호는 항상 자신의 곁에 있었다. 그러나 영원히 애틋할 것 같던 막내 아들 호가 어느날 어머니 곁을 떠나서 혼자서 살겠다고 하는데.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,42243,어사일럼,멜로/로맨스, 스릴러,데이빗 맥킨지,나타샤 리처드슨, 이안 맥켈런, 휴 보네빌,영국 북부의 한 정신병원 원장실. 은퇴한 원장 자리를 차지하게 된 피터 박사는 이제 막 ‘성적 병리현상과 그로 인한 증상’에 대한 연구를 끝낸 참이다.   스텔라는 정신과 의사인 남편을 따라 아들 찰리와 함께 한적한 정신병원의 사택으로 이사 오게 된다. 시들해진 결혼 생활의 새로운 활력을 기대했었던 스텔라는 연구에만 몰두하는 남편과의 관계도, 조신해야 한다는 의사 부인들과의 관계도 모두 따분하기만 하다. 그러던 어느 날, 정원에서 일하는 환자 에드가와 눈이 마주친 순간 스텔라는 그에게 겉잡을 수 없이 빠져들고, 출입이 엄격하게 제한된 공간을 남몰래 숨어들며 아슬 아슬한 밀애를 즐긴다. 그리고 피터 박사는 이들의 감정을 은밀히 조정하며 두 사람의 관계를 계속 주시하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,62562,언니가 간다,멜로/로맨스, 코미디, SF,김창래,고소영, 이범수, 유건,서른 살, 화려한 의상 디자이너를 꿈꿨지만 장 의상실에서 디자인 보다는 주로 잡일을 하고 있는 나정주(고소영). 서른 살이 되도록 변변한 남자친구 하나 없고, 게다가 사랑 따윈 믿지 않는 소극적인 연애관까지 소유하고 있다. 사실 그녀는12년 전 마지막 남자라고 믿었던 첫 남자 조하늬로 부터 크나큰 상처를 받은 것이 원인으로, 그 후 그녀는 사랑 뿐 아니라 자신의 인생까지 심하게 꼬였다고 믿으며 살아가고 있다. 그 때의 일을 잊고 잘살아 보려 무던히 노력하지만 조하늬는 현재 잘 나가는 최고의 톱스타가 되어 TV와 각종 광고 에 출몰하며 매일 같이 정주의 심기를 건드린다.   패션쇼 준비로 분주한 어느 날, 호텔 로비에서 나정주는 우연히 고교동창 오태훈(이범수)을 만나고 깜짝 놀란다. 고교시절 자신을 그렇게 쫓아다녔지만 거들떠 보지 않았던 매력제로 범생이 오태훈이 연 매출 100억 달러의 C.E. O가 되어 몰라볼 정도로 멋지게 변한 것. 게다가 너무나 완벽해 보이는 태훈이가 저녁 식사에 초대해선 여전히 나정주는 영원한  오태훈의 첫 사랑이라며 고백까지 한다. 태훈과의 행복한 미래를 상상한 것도 잠시. 12년 전 고교시절이야기를 하던 중 하필 태훈은 하늬와 정주가 떠난 춘천 밀월 여행 이야기를 얼떨결에 얘기하게 되고, 그로 인해 나정주는 그만 조하늬 얘기에 욱하는 마음을 참지 못하고 일순간 자리를 박차고 나와버린다.   태훈과의 데이트도 망치고첫 남자 때문에 꼬여버린 자신의 인생을 한탄하며 울며 잠든 그 날 밤, 마법 같은 선물이 도착한다. 단 일주일 동안 자신의 과거로 돌아갈 수 있는 기회가 주어진 것이다. 그 순간 나정주는 자신의 인생을 괴롭혀온 94년으로 돌아가 조하늬와의 첫 사랑을 말끔하게 지우고, 그 대신 오태훈과 사귀어 행복한 현재를 만드는 프로젝트를 꿈꾼다. 곧바로12년 전으로 돌아간 나정주는 열여덞살의 자신과 대면하게 되는데.. 부처님 손바닥처럼 완벽하게 통제 할 줄 알았던 열여덟의 나정주(조안)는서른살 나정주의 뜻대로 움직여 주지 않은 채 몰래 몰래 조하늬를 만나고 다니고, 어제 만난 멋진 오태훈과 달리 열 여덟의 오태훈(유건)은 매력이라곤 전혀 찾아볼 수 없어 대대적인 변신 계획이 필수적이다. 나정주의 예상과는 달리 곳곳에서 돌발상황은 터지게 되는데. 과연, 나정주의 인생을 뒤바꿔줄 은밀한 계획은 성공할 것인가?.,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65596,얼터드,공포,에두아르도 산체스,애덤 코프먼, 브래드 윌리암 헨크,15년 전, 흔적도 없이 5명의 남자들이 정체불명의 외계생물에게 납치된다. 그리고 오직 4명만이 살아 돌아왔다. 시간이 흘렀지만 남은 4명에게 사건은 평생 잊을 수 없는 상처로 남았다. 그러던 어느 날, 깊은 숲 속에서 하나의 외계생물을 포획하게 된 4명은 잃어버린 친구와 처참하게 부서진 그들의 인생에 대한 분노를 마음껏 폭발시키기로 계획한다. 죽는 것보다도 끔찍한 삶을 살게 했던 외계생물의 목숨은 이제 마침내 그들 손안에 있다!   외계 생물을 죽일지 살릴지에 대해 갈등하는 4명은 점점 서로를 불신하게 되고, 그 사이 외계생물은 쇠사슬을 풀고 흔적도 없이 사라진다. 이제 다시 원점이다! 단 하룻밤의 시간, 모든 통로를 폐쇄한 어둠 속 공간에 고립된 4명의 남자들과 괴물. 15년간 아무에게도 말할 수 없었던 서로의 비밀이 서서히 드러나는 순간, 빛도 소리도 없는 최악의 공포 끝, 잔혹한 인간과 괴물의 본능이 숨막히는 먹이사슬을 엮어낸다. 15년 만에 다시 시작된 최후의 결투! 그 생존 열쇠를 손에 넣는 자는 누가 될 것인가!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,53813,에라곤,액션, 가족, 판타지, SF,스티펜 펭메이어,에드워드 스펠리어스, 제레미 아이언스,‘크리스토퍼 파올리니’의 베스트셀러 원작, 해리 포터 시리즈, 반지의 제왕을 잇는 정통 판타지 어드벤처. 숲 속에서 잘 다듬어진 청색 돌을 발견한 소년 에라곤은 자신의 발견덕분에 온가족이 겨울동안 음식걱정을 안해도 될거라 좋아한다. 그러나 그 돌은 만져서도, 가져서도 안되는 드래곤의 알임이 밝혀지고 에라곤은 그들의 제국만큼이나 오래된 전설속으로 빠져들게 된다. 단조롭던 소년의 삶은 한 순간에 마술과 파워, 그리고 운명이 숨쉬는 위험한 세계 속으로 깊이 바뀌고 이제, 오래된 칼과 늙은 이야기꾼의 도움만으로 에라곤과 드래곤은 악의 왕이 다스리는 제국의 어두운 적들을 물리쳐야만 한다.. 과연 그는 전설로만 알려진 드래곤 라이더가 되어, 제국을 구할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65642,에반 올마이티,코미디, 판타지,톰 새디악,스티브 카렐, 모건 프리먼,새 집, 새 자동차, 하원의원 선거 당선까지, 막힘 없이 일이 술술 풀리던 에반(스티브 카렐)앞에 갑자기 신(모건 프리먼)이 나타나 워싱턴 한가운데 거대한 방주를 지으라는 미션을 내린다. 망치질 한번 해본 적 없던 에반은 코웃음을 치며 이를 무시하지만, 방주를 만들 재료가 속속 배달 되어 오고, 수백 마리의 동물들이 쌍쌍이 그를 따라 다니기까지 한다. 그의 평화로웠던 삶이 방해 받기 시작하며, 일도 가족도 그의 생활이 모두 엉망이 된다. 과연 에반은 신이 내린 이 시련(?)을 어떻게 해결 할 수 있을 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,16620,엘 토포,서부,알레한드로 조도로프스키,알레한드로 조도로프스키,총잡이인 엘 토포는 어린 아들과 함께 사막을 횡단하다, 산적들에 의해 온 주민이 몰살당한 마을에 당도한다. 산적 두목의 여인이었던 마라와 사랑에 빠진 엘 토포는 그녀의 요구대로 사막의 총잡이들과 차례로 승부를 벌인다. 그러나, 승부 도중 부상을 당한 엘 토포는 사막에 버려진다. 혼수상태에 빠진 그의 몸은 깊은 동굴로 옮겨지고, 오랜 시간이 지난 다음 깨어난다. 난쟁이 여인과 함께 마을에 나갔던 엘 토포는 수도승이 된 아들과 조우하고, 그들의 운명은 비극으로 치달아간다. (puredew114@naver.com)   '폭력의 피카소' 조도롭스키는 이 기괴한 서부극 형식의 전위 영화를 통해 성경, 폭력, 권위, 성 등 기존의  금지된 주제들을 충격적인 영상을 통해 다루고 있다. 신부인지 총잡이인지 알수없는 한 사람의 여정을 따라가며 진행되는 이 영화는 기존의 어떤 영화와도 유사성을 찾을 수 없다. 관객에게 던져지는 문제들은 그 폭과 깊이에서 관객의 의식을 오랫동안 자극하게 된다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,49386,여름 궁전,드라마,로예,학뢰, 추이 린,1989년 중국, 정치적으로 격변하고 있는 불안한 시대를 배경으로 젊은 연인들의 농밀하고 복잡한 애증 관계가 펼쳐진다. 유 홍은 고향의 부모와 애인을 떠나 베이징에 공부하러 온다. 대학에서 성적인 자유분방함을 깨닫게 된 그녀는, 동료 학생인 주 웨이와 격한 사랑에 빠진다. 베이징의 대학생들이 민주주의와 자유를 요구하며 시위를 벌이기 시작할 무렵, 그들의 관계도 위험한 게임에 직면하게 된다. 천안문 사태를 배경으로 하여 논란이 되었던 작품으로, 중국 내에서는 상영이 금지되었다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,47496,여름이 가기 전에,멜로/로맨스, 드라마,성지혜,이현우, 김보경,여름 방학을 맞아 귀국한 소연은 프랑스에서 만나 사랑에 빠졌던 민환의 연락을 받는다. 민환과의 이별에 상처가 큰 소연은, 바다를 보니 생각나서 전화했다며 자신이 있는 곳으로 오겠냐는 민환의 제안을 거절하지 못한다. 이렇게 그 둘은 낯선 도시 부산에서 재회한다.   다시 만난 이들은 바다가 보이는 해운대의 한 호텔에서 하룻밤을 보낸다. 다음 날 아침, 소연은 지난 밤의 달콤한 시간을 오래 지속하고 싶어 하지만, 민환은 갑작스레 일정이 변경됐다며 그녀에게 서울로 돌아가는 기차 시간이 몇 시냐고 묻는다. 항상 그랬듯이 그의 무심한 말은 그녀에게 상처가 되고 둘의 말다툼은 또 다시 시작된다. 하지만, 파리로 돌아가기 전까지 자신의 집에 머물지 않겠냐는 민환의 제안을 소연은 또 다시 받아들이고 만다.   민환을 사랑하는 소연의 곁에는 묵묵히 그녀를 감싸 안아주는 또 다른 남자 재현이 있다. 귀국해서 만난 재현은 그녀에게 솔직한 감정을 고백하지만, 소연은 민환에 대한 마음을 정리하지 못한 채 두 남자 사이에서 방황한다. 결국 소연은 재현과의 모든 약속을 취소하고, 민환을 만날 채비를 끝낸다. 그러나 함께 지내자는 민환은 또 다시 말을 바꾸고, 소연은 다시 갈 곳을 잃는다. 반면, 소연의 모든 얘기들이 거짓말인 것을 알게 된 재현은 분노하는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,66546,연인이여,드라마,강신효,윤손하, 유오성, 김서형,애영(윤손하)과 현석(이형철)의 결혼식장, 애영은 그 시각 제인(김서형)과 결혼식을 올리는 동우(유오성)을 생각하며 “당신도 지금 거짓된 결혼식을 올리고 있나요?”라고 혼잣말로 묻는다. 이때 동우 역시 머릿속에는 진정으로 사랑했던 애영에 대한 생각뿐이다. 시간은 결혼식 전날로 돌아오고, 애영은 엄마가 남긴 편지를 보며 애틋해 하다가 현석과 같이 일하는 명순이 호텔로 찾아와 현석을 돌려달라며 난동을 피우자 깜짝 놀라는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65752,열세살, 수아,드라마,김희정,이세영, 추상미,초등학교를 졸업하고 중학교 교복을 입는 나이 열세살. 수아는 아버지가 돌아가신 후 식당을 운영하는 엄마와 단둘이 생활하고 있다. 허구한날 잔소리뿐 이제 막 사춘기에 접어든 수아가 어떤 생각을 하는 지에는 전혀 관심 없는 엄마는 수아의 가장 큰 불만이다. 그런 수아에게 유일한 즐거움은 가수 윤설영. 엄마는 숨기려 하지만, 수아는 알고 있다. 사실 수아의 진짜 엄마는 다름 아닌 윤설영이라는 것을!!   그러나 즐거움도 잠시! 하루아침에 생활의 터전이던 엄마의 식당이 팔리고, 친구 사귀기는 점점 힘들어지고.. 엄마와 딸 모두에게 쉽지 않은 세상에서 갈 곳이 없어진 수아는 이제 서울에 있는 진짜 엄마인 가수 윤설영을 찾아가기로 결심하는데..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,65433,열한번째 엄마,드라마,김진성,김혜수, 김영찬,역대 엄마 중 외모는 제일 빠방 하지만 성격은 제일 수상한 엄마. 틈만 나면 너무 먹는다, 잠 좀 그만자라," 보일러 온도 좀 내려라 잔소리를 늘어놓는 철든 아이에게 ""우리 제발 서로 개무시하구 살자!!!""라고 소리치는 이상한 엄마. 바람 잘 날 없는 하루하루를 보내며 서로 정이 들기 시작할 무렵", 여자는 갑자기 자취를 감추고 사라지는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
