year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,
2010,52996,소라닌,드라마,미키 타카히로,코라 켄고, 미야자키 아오이,적성에 맞지 않는 직장에 다니는 메이코와 아르바이트를 하면서 밴드활동에 열심인 타네다. 둘은 대학 동아리에서 만나 6년째 연애중인 이십대 동거커플이다. 하루하루가 지겹기만 한 메이코는 돌연 회사를 그만두고 자유를 만끽한다. 음악에 대한 꿈을 버리지 못하는 타네다도 이번이 마지막이라는 각오로 ‘소라닌’ 녹음을 준비한다. 그러나 메이코의 자유로운 날들은 불투명한 미래에 대한 불안감을 키워가고, 타네다는 쉽지 않은 현실의 가혹함에 꿈을 접은 채 다시 느슨한 일상으로 돌아온다. 서로에 대한 불만으로 크게 다툰 어느 날, 산책을 하겠다며 나간 타네다는 돌아오지 않고 며칠 뒤 오토바이 사고로 세상을 떠나는데….,,,,,,,,,,,,,,,,,
2010,74461,소명 2 - 모겐족의 월드컵,다큐멘터리,신현원,강성민, 모겐족 아이들, YOK,축구 신동 강성민 선교사, 어렸을 때부터 축구에 대한 남다른 소질이 있어 선수로써의 꿈을 키웠으나 어려운 가정 형편과, 개인기가 너무 좋아서 축구부에 받아 줄 수 없다는 다소 의외의 벽에 부딪치고 좌절하던 가운데 볼 다루는 재능을 살려 축구 묘기 세계 챔피언이 된다. 그런 그가 쓰나미 피해 지역인 바다 집시 모겐족이 사는 라오섬에 축구팀을 만들기 위해 찾았다. 아마존 원시부족 만큼이나 문명과 단절 된 삶을 살아가는 모겐족. 헝겊을 말아서 공을 차고 헛발질에 알까기를 일삼는 아이들에게 축구를 가르친다. 촬영 중 모겐족 아이도 태어나고... 쓰나미의 위험도 접하고... 지옥 훈련을 받은 아이들 맨발로 축구 대회에 참가해 축구화 신은 아이들과 경기를 하게 되는데...,,,,,,,,,,,,,,,,
2010,64686,소셜 네트워크,드라마,데이빗 핀처,제시 아이젠버그, 앤드류 가필드, 저스틴 팀버레이크,2004년 첫 투자금 단돈 1천 달러 서비스 오픈 첫날 가입자수 650명 하버드대 학생들의 소규모 커뮤니티 코딩밖에 모르는 너드(Nerd) 마크 주커버그  VS  2021년 기업가치 1조 달러 돌파 전 세계 가입자수 약 28억 명 미국을 이끄는 최고의 5대 빅테크 기업 세계 10대 자산가 마크 주커버그  “페이스북”의 첫 시작, 그에 대한 모든 것.,,,,,,,,,,,,,,,,,
2010,74522,소와 함께 여행하는 법,드라마,임순례,김영필, 공효진, 먹보,두고 보세요! 내가 이 소 팔아버릴 테니까! 귀향해서 농사를 지으며 시를 쓰고 있는 선호(김영필). 농촌 생활에 불만이 가득하던 선호는 부모님이 애지중지하는 소 ‘한수’를 팔기 위해 길을 떠난다. 우시장에 갔지만 마땅치 않은 가격 때문에 소를 팔지 못한 선호에게 7년 전 헤어진 옛 애인 현수(공효진)의 전화가 걸려온다.  넌 아직도 내가 용서가 안되니? 현수는 그녀의 남편이자 선호의 친구였던 민규의 죽음을 알리며 장례식장에 와달라고 하고, 선호는 혼란스러운 감정에 휩싸인다. 아직도 상처가 남아 있는 선호와 달리 여전히 담담하고 자유로운 모습의 현수. 결국 선호는 가는 곳 마다 나타나는 옛 애인 현수와 자신의 답답한 속사정도 모른 채 되새김질만 하는 소와 함께 여행을 시작하게 되는데... 그들의 사연 많은 7박 8일 여행이 시작된다!,,,,,,,,,,,,,,,,,
2010,46837,솔로몬 케인,액션, 모험, 판타지,마이클 J. 버세트,제임스 퓨어포이, 레이첼 허드-우드, 막스 본 시도우,자신의 이름이 새겨진 총과 검으로 무장한 채 부하들과 함께 전세계를 떠돌며 피 비린내 나는 전투와 약탈을 이어나가던 솔로몬 케인. 어느 날, 포로를 구출하기 위해 공격한 성에서 케인은 자신을 지옥으로 끌고 가려는 악마 ‘리퍼’를 만나 죽음의 사투를 벌이게 되고, 치열한 전투 끝에 가까스로 ‘리퍼’를 피해 도망친 그는 자신의 영혼을 구원받기 위해 절대 칼을 들지 않겠노라 맹세하며 수도원으로 향하게 된다. 끊임없는 악마의 유혹을 피해 정처 없는 참회의 길을 걷던 솔로몬 케인은 윌리엄 가족을 만나 단 한 번도 느껴보지 못했던 가족의 정을 알게 된다. 하지만 악마의 군대는 윌리엄의 가족을 몰살시키고 큰딸인 메레디스를 납치하기에 이른다. 분노에 사로잡힌 케인은 구원의 맹세를 깬 채 악마의 군대에게 끌려간 메레디스를 위해 칼을 들게 되고, 자신의 영혼과 나아가 세상을 구원할 외로운 전쟁을 시작하게 되는데...,,,,,,,,,,,,,
2010,50669,솔트,액션, 스릴러,필립 노이스,안젤리나 졸리,러시아 정보원이 그녀를 이중 첩자로 지목하자 에블린 솔트 (안젤리나 졸리) 는 CIA 요원으로서의 명예와 조국을 지키기 위해 포위망을 피해 도주한다. 남편을 보호하고 또한 CIA 동료들보다 한 발 앞서 음모를 파헤치기 위해 솔트는 그 동안 공작원으로서 익힌 모든 기술을 동원하는데…,,,,,,,,,,,,,,,,,,,
2010,86854,수의사 두리틀,드라마,이시이 야스하루,오구리 슌, 이노우에 마오,까칠한 수의사 켄이치가 동물과 주인들을 치유하는 이야기.,,,,,,,,,,,,,,,,,,,
2010,122425,순발력,,권현선, 최은주,,“여러분의 연예 지식을 업그레이드 해드립니다” 한주간의 가장 핫한 연예가 뉴스를 10위부터 1위까지 한눈에 볼 수 있는 다이제스트 랭킹 뉴스쇼,,,,,,,,,,,,,,,,,,,
2010,52997,쉬즈 더 원,드라마, 멜로/로맨스,펑샤오강,갈우, 서기,젊고 아름다운 스튜어디스 '소소'(서기)는 힘든 연애로 매일 같이 고민에 휩싸여 있다. 그 남자와 끝을 맺고 싶지만, 함께 보낸 시간과 미련 때문에 선뜻 결정을 내리지 못하는데.. 그러던 어느 날 그녀는 조금은 엉뚱한 공개 구혼 광고를 보고 한 남자를 만나 보기로 결정한다. 그 남자는 다름 아닌 ‘분쟁제로기’라는 희한한 발명품으로 하루 아침에 백만장자가 된 '진분'(게유). 처음엔 그에게 별 호감을 느끼지 못했던 소소, 그러나 우연한 만남이 잦아질수록 그녀는 점점 마음이 흔들리는 것을 느끼게 되는데… 줄거리 2. 해외 유학파인 ‘친펀’은 자신이 발명한 물건이 벤처투자자에게 고가로 팔리면서 하루 아침에 부자가 된다. 노총각이었던 그는 전 재산을 걸고 구혼광고를 내고 각양각색의 여자들이 몰려들기 시작한다. 그 여자들 속에서 친펀은 자신의 이상형에 들어맞는 아름다운 여인 ‘양소소’를 만나게 되지만 그녀에게는 이미 유부남 애인이 있는데…. 어떻게 하면 어렵게 찾은 그녀의 마음을 얻을 수 있을까?,,,,,,,,,,,,,,,,
2010,69940,슈렉 포에버,애니메이션, 모험, 코미디, 가족, 판타지,마이크 미첼,마이크 마이어스, 에디 머피, 카메론 디아즈,슈렉이 아름다운 공주 피오나와 겁나먼 왕국을 구해낸 이후. 그들도 오래오래 행복하게 살았...더라면 참 좋았을텐데! 과연 슈렉에게도 모두가 바라던 해피엔딩이 올까? 한 가정의 평범한 아빠와 남편으로 반복되는 일상에 따분함을 느끼던 슈렉은 마을 사람들에게 겁을 주고, 진흙 목욕도 실컷 하던 자유로웠던 시절을 꿈꾸게 된다. ‘단 하루라도 자유로워진다면 죽어도 한이 없겠어’라며, 단 하루의 일탈을 꿈꾸던 슈렉은 ‘겁나먼 세상’을 차지하려는 악당 럼펠의 그럴싸한 계략에 속아넘어가 ‘완전 딴판 겁나먼 세상’에 떨어지고 만다. 완전 딴판으로 바뀌어버린 세상에서 절친 동키는 슈렉을 미친 괴물 취급하며 줄행랑 치고, 단 하나의 사랑 피오나는 하이킥을 날리고, 장화신은 고양이는 더 이상 장화를 신지 않는 D라인의 고양이가 되어 있다. 친구들과 왕국, 그리고 하나뿐인 진실한 사랑을 되찾기 위한 슈렉의 마지막 이야기가 시작된다!,,,,,,,,,
2010,73339,슈퍼배드,애니메이션, 가족,피에르 꼬팽, 크리스 리노드,스티브 카렐, 태연, 서현,각 나라를 대표하는 명소들을 한 번에 훔쳐버린 기상천외한 주인공 ‘그루’.  그는 세계 최고의 악당이 되기 위하여 다른 사람이 절대 훔칠 수 없는 것을 하나 훔치기로 마음 먹는다. 그것은 바로 ‘달’!!! ‘달’을 훔치기 위한 최신식 장비를 구하기 위해 어쩔 수 없이 고아원의 세 소녀들을 맡게 된 ‘그루’는 세 소녀들과 함께 살게 되면서 세상에서 가장 어려운 일은 악당이 되는 것이 아니라 바로 이 소녀들을 키우는 일임을 알게 된다. 소녀들에 의해 점차 사랑을 배우고 변화되어 가는 ‘그루’.    과연 그는 달을 훔칠 수 있을 것인가? 소녀들과 그루는 어떻게 될 것인가,,,,,,,,,,,,,,,,
2010,77925,슈퍼스타K 2,,,이승철, 윤종신, 엄정화,엠넷미디어의 대국민 스타 발굴 오디션 2편 1회 : 슈퍼스타K2 그 서막이 열리다 가수의 꿈을 이루기 위해 오직 열정 하나로 모인 사람들 기적을 노래하라! 슈퍼스타K2! 2회 : 부산과 LA 뜨거운 오디션 현장 서울지역예선2를 발칵! 뒤집어 놓은 참가자 공개 3회 : 가장 치열했던 대구와 인천, 그리고 LA 예선 공개 가장 치열했던 대구와 인천, 그리고 LA 예선 공개 대구 지역 예선 4회 : 화제의 서울과 광주 예선 현장 공개 개그맨까지도 포기할 수 있다? 기획사 트레이닝까지 받고도 데뷔하지 못한 한을 풀기 위해 참가 5회 : 마지막 제주도 지역예선! 그리고 슈퍼위크의 시작 악동클럽출신 정윤돈이 왜 슈퍼스타k에 나왔을까? 이승철이 슈퍼스타K를 추천한 참가자는 누구?  6회 : 슈퍼위크의 첫 미션은 '그룹미션' 드디어 시작된 서울 슈퍼위크의 치열한 경쟁, 슈퍼위크 첫째날 첫번째 심사를 받을 조는?  7회 : 슈퍼위크의 희생자와 살아남은 자는? 가까스로 탈락을 모면한 8명의 참가자 발표, 무사히 합숙소까지 갈 수 있을까? 8회 : 슈퍼위크 최후의 대결-전설로 남은 마지막 날의 이야기 계속 되는 라이벌 미션! 합격자의 결과는?,,,,,,,,,,,,,,
2010,69992,스위치,코미디, 드라마, 멜로/로맨스,조쉬 고든, 윌 스펙,제니퍼 애니스턴, 제이슨 베이트먼,“결혼은 싫고 아이만은 갖고 싶어!” 잘 나가는 뉴욕의 커리어우먼 캐시는 우월한 유전자를 통해 인공수정 임신을 결심한다. 임신 성공을 기원하는 파티에 그녀의 절친인 월리를 초대하고, 술에 취해 인사불성이 되어버린 월리는 그만 치명적인 실수를 저지르고 만다. 그렇게 그 날의 엄청난 사건(?)은 아무도 눈치채지 못한 채 캐시가 다른 도시로 이사를 가면서 기억 속에서 점점 묻혀진다. 7년의 시간이 흐른 뒤, 다시 재회하게 된 두 사람. 아니, 한 명이 더 있다?! 캐시의 아들 세바스찬을 만나게 된 월리는 자신을 묘하게 닮은 아이가 자꾸 신경이 쓰인다. 그리고 되살아나기 시작한 7년 전의 기억! 과연 그들은 캐시가 꿈꾸던 이상적인 가족이 될 수 있을까?,,,,,,,,,,,,,
2010,74205,스즈미야 하루히의 소실,애니메이션, 코미디, SF,이시하라 타츠야, 타케모토 야스히로,스기타 토모카즈, 치하라 미노리,고교 1학년 겨울, 스즈미야 하루히가 이끄는 SOS단원들은 전과 다름 없는 평범한 일과를 보내며 다가오는 크리스마스에는 부실에서 전골 파티를 열 계획을 세우고 있었다. 하지만 12월 18일 아침, 평소의 등굣길에서 쿈은 감기에 걸린 같은 반 타니구치와의 대화가 이상하게 어긋나는 것에 위화감을 느끼는데, 교실에 들어가니 독감이 유행이라며 많은 사람이 콜록대고 있었고 자신의 뒷자리의 하루히도 그 중 하나였다. 점심시간, 쿈은 구니키다와 점심을 같이 먹는데 타니구치와 마찬가지로 대화가 잘 되지 않고, 그 때 독감에서 회복됐다는 여학생들이 교실로 들어오는데 그 중 반년 전 나가토 유키와의 전투에 패해 소멸한 후 표면적으로는 캐나다로 전학간 것으로 된 반장 아사쿠라 료코가 분명한 자신의 뒷자리인 스즈미야 하루히의 자리에 앉는 게 아닌가!  이에 쿈은 경악하며 아사쿠라를 추궁하고 과거사실을 얘기하자 주변의 급우들에게 정신착란 취급을 받고 쿈은 같은 반 친구 누구도 절대 잊혀질 수 없는 하루히의 존재와 아사쿠라 료코의 전학에 대해서도 전혀 모른다는 것에 믿을 수 없다며 출석부를 확인하는데 정말로 명부 어디에도 하루히의 이름이 없자 혼란스러움을 극복하고자 다른 SOS단원인 고이즈미 이츠키를 찾아 9반으로 향하지만 9반 교실이 있었던 자리에는 비상계단으로 이어지는 층계만이 있을 뿐 고이즈미는 커녕 9반 자체가 존재하지 않는 상태였다.  정신적 공황을 겪은 하루를 보내고 이튿날 복도에서 우연히 SOS단원인 아사히나 미쿠루를 만나 반가움을 표하지만 그녀는 더 이상 미래인이 아니었으며 SOS단의 기억 자체가 없고, 오히려 미쿠루는 그를 자신의 스토커로 오인하고 쿈의 뺨을 후려갈긴다. 망연자실해진 쿈은 마지막 보루로 SOS단이 점거하고 있던 문예부실을 찾아가는데 그곳에는 평소와 달리 안경을 끼고 놀란 모습으로 쿈을 맞이하는 수줍은 나가토 유키만 있을 뿐. 하루 아침에 자신의 머리 채를 잡아 끌던 민폐녀 하루히의 실종과 함께180도 변해버린 세계에서 쿈은 갈등하며 하루히를 찾기 위해 단서를 추적해 가고 SOS단이 존재하던 원래 세계로 돌아가기 위한 고군분투를 시작하는데….,,,,,,,,,,
2010,47617,스카이 크롤러,애니메이션, 모험, 드라마, 액션,오시이 마모루,키쿠치 린코, 쿠리야마 치아키, 타니하라 쇼스케,몇 번의 커다란 전쟁을 치르고 평화를 찾은 가까운 미래 세계. 인간들은 평화를 유지하기 위해 전쟁을 쇼로 만들어 벌인다. 그리고 그 대리전을 펼치는 두 회사 로스톡과 라우테른이 있다. 유럽 전선의 기지 우리스로 배속되어 온 전투 파일럿 간나미 유이치. 로스톡 소속의 그에게 이전의 기억이란 없다. 그가 유일하게 알고 있는 것은 자신이 키르도레라는 것과 전투기 조정법 뿐이다. 그런 유이치를 맞이한 기지의 여사령관 구사나기 스이토는 의미심장한 눈길로 그를 쫓고, 계속되는 전투는 로스톡의 승리로 이어진다. 결국 라우테른은 티쳐라 불리우는 강력한 에이스 파일럿을 전투에 투입시키는데…,,,,,,,,,,,,,,
2010,76581,스카이라인,SF, 스릴러,콜린 스트로즈, 그렉 스트로즈,에릭 벌포, 스카티 톰슨,제로드(에릭 벌포)와 일레인(스코티 톰슨) 커플은 친구 ‘테리’의 생일파티에 초대받아 LA로 향한다. 미국 LA, 최고급 펜트하우스 ‘더 코브’. 새벽까지 계속된 파티 후 잠이 들게 된 제로드와 일레인 커플, 그리고 친구들은 블라인드 사이를 뚫고 들어오는 지금껏 경험하지 못한 강렬한 섬광에 눈을 뜨게 된다. 순식간에 모든 것을 태워버릴 듯한 섬광은 지구상의 모든 생명체를 삼켜버린다. 외계의 거대 함선이 지구의 스카이라인을 장악하고, 외계생명체의 인간사냥으로 인간의 흔적을 찾아볼 수 없게 된 인류최대의 위기상황. 더 맹렬해지는 외계생명체의 공격 앞에 생존자들은 살아남을 수 있을 것인가? 그리고 인류의 미래는 이대로 처참하게 무너질 것인가? 숨을 수도 저항할 수도 없다! 그들의 공격이 시작된다!,,,,,,,,,,,,,,
2010,50210,스케이트 오어 다이,액션,미구엘 꾸르뜨와,믹키 마윗, 이드리스 디옵,파리 외곽에 사는 십대 소년 미키와 이드리스는 파리로 놀러 왔다가 우연히 주차장에서 살인현장을 목격하게 된다. 현장을 핸드폰 동영상으로 촬영하다 발각된 두 소년은 자신들의 스케이트 보드 실력을 최대한으로 발휘하여 달아나 범죄자들을 신고하기 위해 경찰서로 달려간다. 그러나 그 곳에서 경찰관들 중 범인들이 섞여있다는 사실을 발견하고 둘은 경악을 금치 못하고, 오히려 배드 캅의 덫에 걸려 경찰의 추격을 받게 된다.,,,,,,,,,,,,,,,,,,
2010,85861,스타오디션 - 위대한 탄생 1,,서창만, 임정아, 선혜윤,박혜진, 신승훈, 이은미,세계 각지의 다양하고 재능 있는 참가자들로 채워진 글로벌 오디션,,,,,,,,,,,,,,,,
2010,71987,스텝 업 3D,드라마, 멜로/로맨스,존 추,샤니 빈슨, 릭 말람브리, 애덤 G. 세바니,뉴욕 최고의 댄스팀 ‘파이러트’의 리더 ‘루크’는 곧 다가올 세계 최대의 댄스배틀 ‘월드 잼’을 준비하던 중, 우연히 길거리 댄스 배틀에서 탁월한 댄스 실력으로 상대편을 단숨에 제압해버린 ‘무스’를 만나게 된다. 그리고 평소 남다른 댄스실력을 보이던 ‘나탈리’까지 포섭한 루크는 파워풀한 댄스와 화려한 퍼포먼스로 무대를 장악하며 예선을 통과한다. 결승에 가까워질수록 세계 최고의 댄서가 될 꿈을 꾸는 루크. 그러나 자신들의 비밀 리허설 동영상이 인터넷에 유출되면서 위기를 맞게 되고, 동시에 ‘나탈리’마저 갑자기 사라지게 되는데...,,,,,,,,,,,,,,,
2010,53937,스트랠라,드라마,파노스 H. 코트라스,미나 오파노, 야니스 코키아스메노스, 미노스 테오해리스,동성애, 성전환 등을 소재로 한 작품. 14년간 복역했던 감옥에서 출소한 첫날 밤 , 요고스는 아테네의 싸구려 호텔에서 아름다운 '스트랠라'와 마주친다. 담뱃불을 빌려 달라며 다가온 그녀를 따라 들어간 방에서 하룻밤을 같이 보낸 그들은 사랑에 빠진다. '스트랠라'는 아직 완전한 여성의 몸을 가지지 못했지만 그녀를 사랑하는 요고스에게 그것은 그리 중요한 문제가 아니다. 세상에 혼자 뿐이라 느껴졌던 외로움을 서로를 통해 메워가며 깊은 행복감을 느끼게 된다. 하지만 그들의 아름다운 것만 같았던 환상 뒤에 감춰진 믿기 어려운 현실이 드러나기 시작한다.,,,,,,,,,,,,,,,,
2010,75016,스트리트댄스,드라마, 멜로/로맨스,맥스 기와, 다니아 파스퀴니,리처드 윈저, 니콜라 벌리,스트리트 댄스 챔피온쉽 결승전을 앞두고 있지만 연습할 곳이 마땅치 않은 칼리와 친구들. 우연한 기회에 로열발레단 원장으로부터 스튜디오 사용 허가를 받지만 발레팀과 함께 새 안무를 짜야 한다는 조건이 붙는다. 출중한 실력을 갖췄지만 전혀 다른 스타일로 인해 사사건건 대립하고 경쟁하는 두 팀. 하지만 춤에 대한 열정과 목표만큼은 같다는 걸 알게 된 이들은 차츰 서로를 변화시킨다. 힘을 합쳐 발레와 힙합을 결합한 신개념 댄스 ‘발렛팝’을 완성한 이들. 마침내 스트리트 댄스 최종 결승전에 출전해 발렛팝을 선보이게 되지만, 아직 이들의 춤은 관객들에게 낯설기만 한데…,,,,,,,,,,,,,,,,
2010,76411,스페이스 침스 - 자톡의 역습 3D,애니메이션,존 H. 윌리엄스,톰 케니, 잭 샤다, 로라 베일리,천재 NASA 침팬치 요원들이 우주정복을 꿈꾸는 어수룩한 악당 ‘자톡’에 맞서 지구를 지키는 3D 애니메이션.,,,,,,,,,,,,,,,,,,
2010,118624,스푹스 시즌9,드라마, 스릴러,엘릭 라일리, 바랫 낼러리, 줄리안 홈즈,리처드 아미티지, 소피아 마일즈, 맥스 브라운,영국 내 안보를 담당하는 정보국 MI5의 활약상을 그린 드라마,,,,,,,,,,,,,,,
2010,52777,스플라이스,SF, 스릴러, 공포,빈센조 나탈리,애드리안 브로디, 사라 폴리,전도 유명한 과학자 커플 ‘클라이브’(애드리안 브로디)와 ‘엘사’(사라 폴리)는 난치병 치료용 단백질을 만드는 연구를 진행하던 중, 조류, 어류, 파충류, 갑각류 등의 다종(多種) DNA 결합체인 ‘프레드’ 와 ‘진저’를 탄생시켜 동물용 의약 단백질 생산을 가능케 한다.실험을 거듭하면서 유전자 재조합 기술은 발전하고, 다종 DNA 결합체와 인간 유전자의 결합이 가능한 수준에 이르자 과학계와 의학계에 놀라움을 선사하고 싶었던 두 커플은 위험한 실험을 시도한다. 제약회사의 경고에도 불구하고 다종의 결합체와 인간 여성의 DNA를 결합시키는 금기의 실험을 강행하여 인간도, 동물도 아닌 전혀 새로운 생명체인 ‘드렌’을 탄생시킨다. 단순한 생명체의 형태에서 빠른 세포분열을 일으키며 급속도로 성장한 드렌은 각 종(種)들의 특징을 드러내며 기이한 아름다움을 내뿜고, 마침내 인간의 ‘감정’까지 갖추게 되면서 본능적으로 이성인 클라이브와의 교감을 시도한다. 그러나 그녀는 일정기간이 지나면 성(性)의 전환을 이루는 특성을 가지고 있었고 누구도 예상하지 못했던 그녀의 변이는 치명적인 결말을 예고하는데…… 줄거리 2. 새로운 종을 탄생시켜 의학계와 과학계는 물론, 세상을 놀라게 만들 경이로움을 선사하고 싶었던 과학자 부부 ‘클리브’(애드리안 브로디)와 ‘엘사’(사라 폴리). 제약회사의 경고에도 불구하고 인간 여성의 DNA와 조류, 어류, 파충류, 갑각류의 유전자를 결합하는 금기의 실험을 강행해 신 생명체인 ‘드렌’을 탄생시킨다. 빠른 세포분열을 일으키며 급속도로 성장한 드렌은 각 종(種)들의 특징을 드러내며 기이한 아름다움을 내뿜고, 마침내 인간의 ‘감정’까지 갖추게 되면서 본능적으로 이성인 클리브와의 교감을 시도한다. 그러나 그녀는 일정기간이 지나면 성(性)의 전환을 이루는 특성을 가지고 있었고 누구도 예상하지 못했던 그녀의 변이는 치명적인 결말을 예고하는데…,,,,,
2010,70562,시,드라마,이창동,윤정희,한강을 끼고 있는 경기도의 어느 작은 도시, 낡은 서민 아파트에서 중학교에 다니는 손자와 함께 살아가는 미자. 그녀는 꽃 장식 모자부터 화사한 의상까지 치장하는 것을 좋아하고 호기심도 많은 엉뚱한 캐릭터다    미자는 어느 날 동네 문화원에서 우연히 '시' 강좌를 수강하게 되며 난생 처음으로 시를 쓰게 된다. 시상을 찾기 위해 그 동안 무심히 지나쳤던 일상을 주시하며 아름다움을 찾으려 하는 미자. 지금까지 봐왔던 모든 것들이 마치 처음 보는 것 같아 소녀처럼 설레 인다. 그러나, 그녀에게 예기치 못한 사건이 찾아오면서 세상이 자신의 생각처럼 아름답지만은 않다는 것을 알게 되는데…,,,,,,,,,,,,,,,,,,
2010,66050,시네도키, 뉴욕,드라마, 코미디,찰리 카프먼,필립 세이모어 호프만, 캐서린 키너, 새디 골드스타인,죽을지도 모른다는 불안감을 가지고 사는 연극연출가 케이든. 교외에서 지역 극장을 운영하는 그의 삶은 황량해 보인다. 화가인 아내 아델은 자신의 경력을 쌓고자 어린 딸 올리브를 데리고 그를 떠나버린다. 묘하게 솔직해서 마음이 끌리는 극장직원 헤이즐과의 새로운 관계는 제대로 시작하기도 전에 끝나고 만다. 그러던 어느 날, 인생의 무상함에 괴로워하던 그에게 거대한 연극무대를 올릴 일생의 기회가 찾아온다. 그는 뉴욕의 창고에서 실물 크기의 도시를 만들어 잔인하리만큼 정직하고, 진실된 인생을 그려볼 계획을 세운다. 하지만 연극 속의 삶과 케이든의 실제 삶의 경계가 뒤엉키며 그가 맺은 모든 관계들은 한계에 다다르게 되는데….  케이든은 과연 이 위대한 예술작품을 완성할 수 있을까?,,,,,,,,,,,,,,
2010,44343,시노비,액션, 드라마, 멜로/로맨스, 판타지,시모야마 텐,나카마 유키에, 오다기리 죠,야마다 후타로의 원작을 영화화한 닌자 영화. 라이벌 사이인 가문의 남녀 간 금지된 사랑을 그렸다. 400년간 앙숙으로 지내온 이가 츠바가쿠레 부족과 코우가 부족. 두 일족은 특별한 능력을 지닌 닌자를 배출해온 시노비 일족들이다. 핫토리 한조의 부전(不戰)의 약정으로 인해 전쟁 없이 명맥을 이어오던 두 부족은 도쿠가와 이에야스의 후계자 결정에 휘말리면서 부전의 약정을 깨고 닌자의 인법을 사용하여 서로 전쟁을 시작한다. 한편 코우가의 차기 수장 겐노스케와 이가 츠바가쿠레의 차기 수장 오보로는 결혼을 약속한 사이이지만 두 부족 간의 전쟁이 시작되면서 두 사람의 관계는 한 치 앞을 내다볼 수 없는 운명의 소용돌이에 휘말리게 되는데…,,,,,,,,,,,,,,,,
2010,73318,시라노; 연애조작단,멜로/로맨스, 코미디,김현석,엄태웅, 이민정, 최다니엘,100% 성공률에 도전하는 ‘시라노 에이전시’는 연애에 서투른 사람들을 대신해 연애를 이루어주는 연애조작단이다. 때로는 영화 촬영장을 방불케 하는 조직적인 움직임으로, 때로는 비밀 작전 수행처럼 완벽하게 짜여진 각본으로 의뢰인의 사랑을 이루어주는 연애 에이전시. 그들의 신조는 ‘음지에서 일하고 양지를 지향 안 한다’ 이다. 그러던 어느 날 에이전시 대표인 병훈(엄태웅 분)과 그의 작전요원 민영(박신혜 분)은 예측불허의 의뢰인 상용(최다니엘 분)을 만나게 되는데…. 스펙은 최고이나, 연애는 꽝인 2% 부족한 스펙남 상용이 사랑에 빠진 여자는 속을 알 수 없는 사랑스런 외모의 희중(이민정 분)이다. 의뢰인의 타깃녀 희중의 프로필을 본 순간, 고민에 빠진 병훈…,,,,,,,,,,,,,,
2010,69984,시리어스 맨,블랙코미디,에단 코엔, 조엘 코엔,마이클 스털버그, 리차드 카인드,대학에서 물리학을 가르치는 래리(마이클 스터버그)는 악재가 겹치면서 꼬여버린 생활 때문에 스트레스를 받는다. 아내는 자신의 친구와 바람이 나 이혼을 선언하고, 아들은 학교에서 말썽만 부리고, 딸은 코를 성형하겠다며 아빠의 지갑에 손을 대기 시작한다. 게다가 대학 종신재직권 심사에서 누군가의 제보로 낙마할 위기까지 겹치는 래리. 자꾸만 꼬여가는 인생이 억울했던 그는 ‘왜 자신에게만 이런 일이 일어나는지’ 신에게 묻고 싶어진다. 래리는 신을 대신할 세 명의 랍비를 찾아가는데……. 그들을 통해 진정한 삶의 의미를 찾을 수 있을까?,,,,,,,,,,,,,,,,
2010,83491,시선,공포,노보성,이상희, 홍성혁, 이현욱,세 사람은 자신을 따라붙는 모를 시선에 두렴움을 느낀다. 어느 모를 순간 서게 되는 곳 - 자신의 마음속의 허하고 낡은 집에 들어서게 된다. 그 곳에서 자신을 반기지만 결국 자신을 죽이는 그러다 자신에게 죽임을 당하는 선주를 만나게 된다. 자신을 쫓아다니는 질긴 시선의 정체를 발견하게 되는데.... 어쩌면 나의 오늘 따라붙은 세상의 두려운 시선에 대한 답을 얻을지도....,,,,,,,,,,,,,,,,,,
